"occurrence_no","record_type","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","genus_name","genus_reso","species_name","species_reso","genus","genus_no","class","class_no","phylum","phylum_no","lng","lat","cc","state","geogscale","paleolng","paleolat","geoplate","early_age.1","late_age.1","cx_int_no","early_int_no","late_int_no","formation","member","formation.1","member.1","stratscale","stratcomments","family","family_no","reid_no","order","order_no","late_interval","subgenus_name"
"1411544","occurrence","195018","Coua cristata cf.","species","372708","Coua cristata","species","372708","Late Pleistocene","0.126",NA,"66293;66293","Coua",NA,"cristata","cf.","Coua","158295","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Cuculidae","39312",NA,"Cuculiformes","39306","Holocene",NA
"1411545","occurrence","195018","Coua cursor","species","372709","Coua cursor","species","372709","Late Pleistocene","0.126",NA,"66293;66293","Coua",NA,"cursor",NA,"Coua","158295","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Cuculidae","39312",NA,"Cuculiformes","39306","Holocene",NA
"1411546","occurrence","195018","Coua gigas","species","373489","Coua gigas","species","373489","Late Pleistocene","0.126",NA,"66293;66293","Coua",NA,"gigas",NA,"Coua","158295","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Cuculidae","39312",NA,"Cuculiformes","39306","Holocene",NA
"1411547","occurrence","195018","Coua gigas cf.","species","373489","Coua gigas","species","373489","Late Pleistocene","0.126",NA,"66293;66293","Coua",NA,"gigas","cf.","Coua","158295","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Cuculidae","39312",NA,"Cuculiformes","39306","Holocene",NA
"1411548","occurrence","195018","Coua ruficeps","species","373490","Coua ruficeps","species","373490","Late Pleistocene","0.126",NA,"66293;66293","Coua",NA,"ruficeps",NA,"Coua","158295","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Cuculidae","39312",NA,"Cuculiformes","39306","Holocene",NA
"1411549","occurrence","195018","Tyto alba","species","368069","Tyto alba","species","368069","Late Pleistocene","0.126",NA,"66293;66293","Tyto",NA,"alba",NA,"Tyto","39409","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Tytonidae","39407",NA,"Strigiformes","39397","Holocene",NA
"1411550","occurrence","195018","Tyto cf. alba","species","368069","Tyto alba","species","368069","Late Pleistocene","0.126",NA,"66293;66293","Tyto","cf.","alba",NA,"Tyto","39409","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Tytonidae","39407",NA,"Strigiformes","39397","Holocene",NA
"1411551","occurrence","195018","Asio madagascariensis","species","373492","Asio madagascariensis","species","373492","Late Pleistocene","0.126",NA,"66293;66293","Asio",NA,"madagascariensis",NA,"Asio","161528","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Strigidae","39403",NA,"Strigiformes","39397","Holocene",NA
"1411552","occurrence","195018","Asio cf. madagascariensis","species","373492","Asio madagascariensis","species","373492","Late Pleistocene","0.126",NA,"66293;66293","Asio","cf.","madagascariensis",NA,"Asio","161528","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Strigidae","39403",NA,"Strigiformes","39397","Holocene",NA
"1411553","occurrence","195018","Otus rutilus","species","372702","Otus rutilus","species","372702","Late Pleistocene","0.126",NA,"66293;66293","Otus",NA,"rutilus",NA,"Otus","39406","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Strigidae","39403",NA,"Strigiformes","39397","Holocene",NA
"1411554","occurrence","195018","Ninox superciliaris","species","373494","Ninox superciliaris","species","373494","Late Pleistocene","0.126",NA,"66293;66293","Ninox",NA,"superciliaris",NA,"Ninox","371329","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Strigidae","39403",NA,"Strigiformes","39397","Holocene",NA
"1411555","occurrence","195018","Ninox cf. superciliaris","species","373494","Ninox superciliaris","species","373494","Late Pleistocene","0.126",NA,"66293;66293","Ninox","cf.","superciliaris",NA,"Ninox","371329","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Strigidae","39403",NA,"Strigiformes","39397","Holocene",NA
"1411556","occurrence","195018","Eurystomus glaucurus","species","373496","Eurystomus glaucurus","species","373496","Late Pleistocene","0.126",NA,"66293;66293","Eurystomus",NA,"glaucurus",NA,"Eurystomus","39378","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Coraciidae","39376",NA,"Coraciiformes","39368","Holocene",NA
"1411557","occurrence","195018","Leptosomus discolor","species","373498","Leptosomus discolor","species","373498","Late Pleistocene","0.126",NA,"66293;66293","Leptosomus",NA,"discolor",NA,"Leptosomus","99161","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Leptosomidae","39373",NA,"Leptosomiformes","368332","Holocene",NA
"1411558","occurrence","195018","Upupa marginata","species","372739","Upupa marginata","species","372739","Late Pleistocene","0.126",NA,"66293;66293","Upupa",NA,"marginata",NA,"Upupa","39432","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Upupidae","39431",NA,"Bucerotiformes","39428","Holocene",NA
"1411559","occurrence","195018","Phedina borbonica","species","373501","Phedina borbonica","species","373501","Late Pleistocene","0.126",NA,"66293;66293","Phedina",NA,"borbonica",NA,"Phedina","373500","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Hirundinidae","129831",NA,"Passeriformes","39441","Holocene",NA
"1411560","occurrence","195018","Corvus albus","species","369302","Corvus albus","species","369302","Late Pleistocene","0.126",NA,"66293;66293","Corvus",NA,"albus",NA,"Corvus","39446","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Corvidae","39445",NA,"Passeriformes","39441","Holocene",NA
"1411561","occurrence","195018","Ploceus sakalava","species","372723","Ploceus sakalava","species","372723","Late Pleistocene","0.126",NA,"66293;66293","Ploceus",NA,"sakalava",NA,"Ploceus","158472","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Ploceidae","158473",NA,"Passeriformes","39441","Holocene",NA
"1411562","occurrence","195018","Stephanoaetus mahery","species","373504","Stephanoaetus mahery","species","373504","Late Pleistocene","0.126",NA,"66294;66294","Stephanoaetus",NA,"mahery",NA,"Stephanoaetus","373503","Aves","36616","Chordata","33815","43.976849","-22.913670","MG",NA,"outcrop",43.98,-22.91,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,"bed",NA,"Accipitridae","39323",NA,"Accipitriformes","133775","Holocene",NA
"1411563","occurrence","95824","Stephanoaetus mahery n. sp.","species","373504","Stephanoaetus mahery","species","373504","Late Pleistocene","0.126",NA,"66295;66295","Stephanoaetus",NA,"mahery","n. sp.","Stephanoaetus","373503","Aves","36616","Chordata","33815","47.833332","-16.316668","MG",NA,NA,47.83,-16.32,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"Radiocarbon dates (mean calibrated age) for Ampasambazimba range from 16,425 to 875 yr BP (n=43) (Crowley, 2010)","Accipitridae","39323",NA,"Accipitriformes","133775","Holocene",NA
"1411564","occurrence","195019","Brachypteracias langrandi n. sp.","species","373505","Brachypteracias langrandi","species","373505","Holocene","0.0117",NA,"66296;66296","Brachypteracias",NA,"langrandi","n. sp.","Brachypteracias","135343","Aves","36616","Chordata","33815","44.733334","-22.083332","MG",NA,"outcrop",44.73,-22.08,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,"group of beds","Presumed to be Holocene in age, which is corroborated by two radiocarbon dates of subfossil bones excavated from Ampoza: 1910 +/- 120 B.P. (1969, GaK-2309, Mahk & Sourdat 1972), and 1350 +/- 60 B.P. (Beta-72676 CAMS-13677, Goodman & Rakotondravony 1996)","Brachypteraciidae","99130",NA,"Coraciiformes","39368",NA,NA
"1411565","occurrence","95824","Aepyornis sp.","genus","39293","Aepyornis","genus","39293","Late Pleistocene","0.126",NA,"66297;66297","Aepyornis",NA,"sp.",NA,"Aepyornis","39293","Aves","36616","Chordata","33815","47.833332","-16.316668","MG",NA,NA,47.83,-16.32,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"Radiocarbon dates (mean calibrated age) for Ampasambazimba range from 16,425 to 875 yr BP (n=43) (Crowley, 2010)","Aepyornithidae","39292",NA,"Aepyornithiformes","39291","Holocene",NA
"1411566","occurrence","95824","Mullerornis sp.","genus","158291","Mullerornis","genus","158291","Late Pleistocene","0.126",NA,"66297;66297","Mullerornis",NA,"sp.",NA,"Mullerornis","158291","Aves","36616","Chordata","33815","47.833332","-16.316668","MG",NA,NA,47.83,-16.32,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"Radiocarbon dates (mean calibrated age) for Ampasambazimba range from 16,425 to 875 yr BP (n=43) (Crowley, 2010)","Aepyornithidae","39292",NA,"Aepyornithiformes","39291","Holocene",NA
"1411567","occurrence","95824","Centrornis majori","species","367749","Centrornis majori","species","367749","Late Pleistocene","0.126",NA,"66297;66297","Centrornis",NA,"majori",NA,"Centrornis","158292","Aves","36616","Chordata","33815","47.833332","-16.316668","MG",NA,NA,47.83,-16.32,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"Radiocarbon dates (mean calibrated age) for Ampasambazimba range from 16,425 to 875 yr BP (n=43) (Crowley, 2010)","Anatidae","39624",NA,"Anseriformes","39620","Holocene",NA
"1411568","occurrence","95824","Alopochen sirabensis","species","367746","Alopochen sirabensis","species","367746","Late Pleistocene","0.126",NA,"66297;66297","Alopochen",NA,"sirabensis",NA,"Alopochen","367744","Aves","36616","Chordata","33815","47.833332","-16.316668","MG",NA,NA,47.83,-16.32,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"Radiocarbon dates (mean calibrated age) for Ampasambazimba range from 16,425 to 875 yr BP (n=43) (Crowley, 2010)","Anatidae","39624",NA,"Anseriformes","39620","Holocene",NA
"1411569","occurrence","95824","Sarkidiornis melanotos","species","372212","Sarkidiornis melanotos","species","372212","Late Pleistocene","0.126",NA,"66297;66297","Sarkidiornis",NA,"melanotos",NA,"Sarkidiornis","367766","Aves","36616","Chordata","33815","47.833332","-16.316668","MG",NA,NA,47.83,-16.32,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"Radiocarbon dates (mean calibrated age) for Ampasambazimba range from 16,425 to 875 yr BP (n=43) (Crowley, 2010)","Anatidae","39624",NA,"Anseriformes","39620","Holocene",NA
"1411570","occurrence","95824","Anas bernieri","species","373515","Anas bernieri","species","373515","Late Pleistocene","0.126",NA,"66297;66297","Anas",NA,"bernieri",NA,"Anas","67686","Aves","36616","Chordata","33815","47.833332","-16.316668","MG",NA,NA,47.83,-16.32,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"Radiocarbon dates (mean calibrated age) for Ampasambazimba range from 16,425 to 875 yr BP (n=43) (Crowley, 2010)","Anatidae","39624",NA,"Anseriformes","39620","Holocene",NA
"1411571","occurrence","95824","Anas melleri","species","373517","Anas melleri","species","373517","Late Pleistocene","0.126",NA,"66297;66297","Anas",NA,"melleri",NA,"Anas","67686","Aves","36616","Chordata","33815","47.833332","-16.316668","MG",NA,NA,47.83,-16.32,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"Radiocarbon dates (mean calibrated age) for Ampasambazimba range from 16,425 to 875 yr BP (n=43) (Crowley, 2010)","Anatidae","39624",NA,"Anseriformes","39620","Holocene",NA
"1411572","occurrence","95824","Aquila sp. A informal","genus","94488","Aquila","genus","94488","Late Pleistocene","0.126",NA,"66297;66297","Aquila",NA,"sp. A","informal","Aquila","94488","Aves","36616","Chordata","33815","47.833332","-16.316668","MG",NA,NA,47.83,-16.32,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"Radiocarbon dates (mean calibrated age) for Ampasambazimba range from 16,425 to 875 yr BP (n=43) (Crowley, 2010)","Accipitridae","39323",NA,"Accipitriformes","133775","Holocene",NA
"1411573","occurrence","95824","Aquila sp. B informal","genus","94488","Aquila","genus","94488","Late Pleistocene","0.126",NA,"66297;66297","Aquila",NA,"sp. B","informal","Aquila","94488","Aves","36616","Chordata","33815","47.833332","-16.316668","MG",NA,NA,47.83,-16.32,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"Radiocarbon dates (mean calibrated age) for Ampasambazimba range from 16,425 to 875 yr BP (n=43) (Crowley, 2010)","Accipitridae","39323",NA,"Accipitriformes","133775","Holocene",NA
"1411574","occurrence","95824","Buteo brachypterus","species","373476","Buteo brachypterus","species","373476","Late Pleistocene","0.126",NA,"66297;66297","Buteo",NA,"brachypterus",NA,"Buteo","39325","Aves","36616","Chordata","33815","47.833332","-16.316668","MG",NA,NA,47.83,-16.32,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"Radiocarbon dates (mean calibrated age) for Ampasambazimba range from 16,425 to 875 yr BP (n=43) (Crowley, 2010)","Accipitridae","39323",NA,"Accipitriformes","133775","Holocene",NA
"1411575","occurrence","95824","Gallinula chloropus","species","368188","Gallinula chloropus","species","368188","Late Pleistocene","0.126",NA,"66297;66297","Gallinula",NA,"chloropus",NA,"Gallinula","39523","Aves","36616","Chordata","33815","47.833332","-16.316668","MG",NA,NA,47.83,-16.32,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"Radiocarbon dates (mean calibrated age) for Ampasambazimba range from 16,425 to 875 yr BP (n=43) (Crowley, 2010)","Rallidae","39513",NA,"Gruiformes","39454","Holocene",NA
"1411576","occurrence","95824","Coua berthae","species","373526","Coua berthae","species","373526","Late Pleistocene","0.126",NA,"66298;66298","Coua",NA,"berthae",NA,"Coua","158295","Aves","36616","Chordata","33815","47.833332","-16.316668","MG",NA,NA,47.83,-16.32,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"Radiocarbon dates (mean calibrated age) for Ampasambazimba range from 16,425 to 875 yr BP (n=43) (Crowley, 2010)","Cuculidae","39312",NA,"Cuculiformes","39306","Holocene",NA
"1411577","occurrence","95827","Aepyornis sp.","genus","39293","Aepyornis","genus","39293","Late Pleistocene","0.126",NA,"66297;66297","Aepyornis",NA,"sp.",NA,"Aepyornis","39293","Aves","36616","Chordata","33815","47.033333","-19.866667","MG",NA,NA,47.03,-19.87,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"subfossil. Radiocarbon dates from Antsirabe mostly Pleistocene (19250 to 17100 YBP) but also young Holocene (90 YBP).","Aepyornithidae","39292",NA,"Aepyornithiformes","39291","Holocene",NA
"1411578","occurrence","95827","Mullerornis sp.","genus","158291","Mullerornis","genus","158291","Late Pleistocene","0.126",NA,"66297;66297","Mullerornis",NA,"sp.",NA,"Mullerornis","158291","Aves","36616","Chordata","33815","47.033333","-19.866667","MG",NA,NA,47.03,-19.87,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"subfossil. Radiocarbon dates from Antsirabe mostly Pleistocene (19250 to 17100 YBP) but also young Holocene (90 YBP).","Aepyornithidae","39292",NA,"Aepyornithiformes","39291","Holocene",NA
"1411579","occurrence","95827","Phalacrocorax sp.","genus","39689","Phalacrocorax","genus","39689","Late Pleistocene","0.126",NA,"66297;66297","Phalacrocorax",NA,"sp.",NA,"Phalacrocorax","39689","Aves","36616","Chordata","33815","47.033333","-19.866667","MG",NA,NA,47.03,-19.87,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"subfossil. Radiocarbon dates from Antsirabe mostly Pleistocene (19250 to 17100 YBP) but also young Holocene (90 YBP).","Phalacrocoracidae","39688",NA,"Suliformes","358821","Holocene",NA
"1411580","occurrence","95827","Phalacrocorax africanus","species","373506","Microcarbo africanus","species","371646","Late Pleistocene","0.126",NA,"66297;66297","Phalacrocorax",NA,"africanus",NA,"Microcarbo","371645","Aves","36616","Chordata","33815","47.033333","-19.866667","MG",NA,NA,47.03,-19.87,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"subfossil. Radiocarbon dates from Antsirabe mostly Pleistocene (19250 to 17100 YBP) but also young Holocene (90 YBP).","Phalacrocoracidae","39688",NA,"Suliformes","358821","Holocene",NA
"1411583","occurrence","95827","Sarkidiornis melanotos","species","372212","Sarkidiornis melanotos","species","372212","Late Pleistocene","0.126",NA,"66297;66297","Sarkidiornis",NA,"melanotos",NA,"Sarkidiornis","367766","Aves","36616","Chordata","33815","47.033333","-19.866667","MG",NA,NA,47.03,-19.87,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"subfossil. Radiocarbon dates from Antsirabe mostly Pleistocene (19250 to 17100 YBP) but also young Holocene (90 YBP).","Anatidae","39624",NA,"Anseriformes","39620","Holocene",NA
"1411584","occurrence","95827","Anas bernieri","species","373515","Anas bernieri","species","373515","Late Pleistocene","0.126",NA,"66297;66297","Anas",NA,"bernieri",NA,"Anas","67686","Aves","36616","Chordata","33815","47.033333","-19.866667","MG",NA,NA,47.03,-19.87,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"subfossil. Radiocarbon dates from Antsirabe mostly Pleistocene (19250 to 17100 YBP) but also young Holocene (90 YBP).","Anatidae","39624",NA,"Anseriformes","39620","Holocene",NA
"1411585","occurrence","95827","Anas erythrorhyncha","species","373516","Anas erythrorhyncha","species","373516","Late Pleistocene","0.126",NA,"66297;66297","Anas",NA,"erythrorhyncha",NA,"Anas","67686","Aves","36616","Chordata","33815","47.033333","-19.866667","MG",NA,NA,47.03,-19.87,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"subfossil. Radiocarbon dates from Antsirabe mostly Pleistocene (19250 to 17100 YBP) but also young Holocene (90 YBP).","Anatidae","39624",NA,"Anseriformes","39620","Holocene",NA
